title,year,director,producer,writer,genre,budget,revenue,release_month,roi,success,director_avg_roi,director_hit_rate,producer_rev_mult,producer_hit_rate,writer_quality,writer_hit_rate,genre_rev_mult,genre_base_success,month_modifier
Film_5373,2005,David Fincher,Peter Chernin,Unknown Writer,Action,15549357,14252498,12,-0.083,0,2.0,0.7,2.0,0.62,0.5,0.35,1.5,0.55,1.2
Film_5374,2019,Christopher Nolan,Jerry Bruckheimer,Rian Johnson,Comedy,38105148,152130709,6,2.992,1,3.8,0.9,2.5,0.7,0.78,0.68,0.8,0.5,1.25
Film_5375,2010,Edgar Wright,Unknown Producer,Unknown Writer,Sci-Fi,44966748,60737065,11,0.351,0,1.5,0.65,1.2,0.38,0.5,0.35,1.3,0.5,1.15
Film_5376,2024,Taika Waititi,Kathleen Kennedy,Tony Kushner,Drama,21829154,61321564,11,1.809,1,2.8,0.75,3.0,0.75,0.78,0.65,0.6,0.4,1.15
Film_5377,2016,Unknown Director,Frank Marshall,Eric Roth,Comedy,21864385,17364467,8,-0.206,0,0.8,0.35,2.5,0.7,0.75,0.68,0.8,0.5,1.05
Film_5378,2006,Unknown Director,Jason Blum,Bong Joon-ho,Comedy,14878425,12102699,12,-0.187,0,0.8,0.35,8.0,0.85,0.85,0.75,0.8,0.5,1.2
Film_5379,2015,Matt Reeves,Peter Chernin,Eric Roth,Animation,101794703,491699856,5,3.83,1,2.8,0.75,2.0,0.62,0.75,0.68,1.6,0.6,1.1
Film_5380,2021,Jordan Peele,Emma Thomas,Eric Roth,Drama,147702583,328488572,12,1.224,1,5.0,0.9,3.5,0.88,0.75,0.68,0.6,0.4,1.2
Film_5381,2017,Sam Raimi,A24,Eric Roth,Action,313504358,935542416,10,1.984,1,2.5,0.7,3.5,0.65,0.75,0.68,1.5,0.55,0.8
Film_5382,2021,Bong Joon-ho,Amy Pascal,Quentin Tarantino,Animation,18376052,36551368,6,0.989,1,3.0,0.75,2.8,0.72,0.85,0.8,1.6,0.6,1.25
Film_5383,2024,Damien Chazelle,Jerry Bruckheimer,James Gunn,Action,72998418,73519077,6,0.007,0,2.5,0.7,2.5,0.7,0.78,0.8,1.5,0.55,1.25
Film_5384,2023,Taika Waititi,Lorenzo di Bonaventura,Quentin Tarantino,Sci-Fi,2247376,3151501,5,0.402,0,2.8,0.75,2.2,0.6,0.85,0.8,1.3,0.5,1.1
Film_5385,2021,Barry Jenkins,Scott Rudin,Diablo Cody,Romance,7156038,12112388,11,0.693,1,1.8,0.65,1.8,0.65,0.72,0.58,0.7,0.42,1.15
Film_5386,2018,Steven Spielberg,Peter Chernin,James Gunn,Drama,19935441,30575074,7,0.534,1,3.2,0.85,2.0,0.62,0.78,0.8,0.6,0.4,1.3
Film_5387,2020,Unknown Director,Kathleen Kennedy,Jordan Peele,Action,104968714,115483832,2,0.1,0,0.8,0.35,3.0,0.75,0.9,0.88,1.5,0.55,0.72
Film_5388,2013,Barry Jenkins,A24,Ryan Coogler,Romance,1081760,1219385,3,0.127,0,1.8,0.65,3.5,0.65,0.8,0.82,0.7,0.42,0.82
Film_5389,2016,Jon Favreau,Jason Blum,James Gunn,Thriller,29473659,31953933,11,0.084,0,3.0,0.8,8.0,0.85,0.78,0.8,1.0,0.52,1.15
Film_5390,2024,Steven Spielberg,Amy Pascal,Unknown Writer,Romance,33499955,50959889,5,0.521,1,3.2,0.85,2.8,0.72,0.5,0.35,0.7,0.42,1.1
Film_5391,2006,Unknown Director,Mary Parent,Ryan Coogler,Sci-Fi,112475178,78101384,9,-0.306,0,0.8,0.35,2.8,0.7,0.8,0.82,1.3,0.5,0.75
Film_5392,2008,Greta Gerwig,Kathleen Kennedy,Quentin Tarantino,Sci-Fi,18525833,12818870,2,-0.308,0,3.5,0.8,3.0,0.75,0.85,0.8,1.3,0.5,0.72
Film_5393,2025,Tim Burton,Unknown Producer,Unknown Writer,Romance,47365046,25953342,1,-0.452,0,1.8,0.6,1.2,0.38,0.5,0.35,0.7,0.42,0.7
Film_5394,2022,Unknown Director,Kathleen Kennedy,Aaron Sorkin,Comedy,43929422,55914944,8,0.273,0,0.8,0.35,3.0,0.75,0.82,0.7,0.8,0.5,1.05
Film_5395,2019,Damien Chazelle,Kevin Feige,Quentin Tarantino,Action,37209345,65029996,9,0.748,1,2.5,0.7,4.0,0.92,0.85,0.8,1.5,0.55,0.75
Film_5396,2018,Edgar Wright,Charles Roven,James Gunn,Thriller,140852206,79624987,12,-0.435,0,1.5,0.65,2.5,0.65,0.78,0.8,1.0,0.52,1.2
Film_5397,2020,The Russo Brothers,Amy Pascal,Greta Gerwig,Action,31142044,62049796,4,0.992,1,4.2,0.85,2.8,0.72,0.8,0.78,1.5,0.55,0.85
Film_5398,2015,Tim Burton,Kevin Feige,Jordan Peele,Fantasy,21935361,11360077,3,-0.482,0,1.8,0.6,4.0,0.92,0.9,0.88,1.4,0.48,0.82
Film_5399,2010,David Fincher,Jason Blum,Taylor Sheridan,Fantasy,45266765,40648305,6,-0.102,0,2.0,0.7,8.0,0.85,0.8,0.72,1.4,0.48,1.25
Film_5400,2009,Unknown Director,Unknown Producer,Damien Chazelle,Adventure,15729183,45260632,12,1.877,1,0.8,0.35,1.2,0.38,0.82,0.72,1.5,0.55,1.2
Film_5401,2013,James Cameron,A24,Greta Gerwig,Comedy,26689438,35060329,7,0.314,0,5.5,0.95,3.5,0.65,0.8,0.78,0.8,0.5,1.3
Film_5402,2007,Christopher Nolan,Neal H. Moritz,Eric Roth,Comedy,5648949,8074622,2,0.429,0,3.8,0.9,2.8,0.68,0.75,0.68,0.8,0.5,0.72
Film_5403,2012,Unknown Director,Brad Pitt,Taylor Sheridan,Animation,250617229,100676309,11,-0.598,0,0.8,0.35,2.0,0.6,0.8,0.72,1.6,0.6,1.15
Film_5404,2017,Ryan Coogler,Megan Ellison,James Gunn,Sci-Fi,19821754,55230678,9,1.786,1,4.0,0.85,1.5,0.55,0.78,0.8,1.3,0.5,0.75
Film_5405,2017,Chloe Zhao,A24,James Gunn,Thriller,85863169,64801518,1,-0.245,0,1.2,0.5,3.5,0.65,0.78,0.8,1.0,0.52,0.7
Film_5406,2022,Denis Villeneuve,Lorenzo di Bonaventura,Ryan Coogler,Adventure,11671517,17194916,8,0.473,0,2.1,0.75,2.2,0.6,0.8,0.82,1.5,0.55,1.05
Film_5407,2013,David Fincher,Neal H. Moritz,Quentin Tarantino,Fantasy,72503211,224394702,11,2.095,1,2.0,0.7,2.8,0.68,0.85,0.8,1.4,0.48,1.15
Film_5408,2007,Unknown Director,Scott Rudin,Diablo Cody,Romance,62133025,28293100,11,-0.545,0,0.8,0.35,1.8,0.65,0.72,0.58,0.7,0.42,1.15
Film_5409,2020,Christopher Nolan,Unknown Producer,Diablo Cody,Drama,10118923,20036196,8,0.98,1,3.8,0.9,1.2,0.38,0.72,0.58,0.6,0.4,1.05
Film_5410,2011,Sam Raimi,Jon Landau,Ryan Coogler,Adventure,62625841,87674785,9,0.4,0,2.5,0.7,5.0,0.9,0.8,0.82,1.5,0.55,0.75
Film_5411,2024,Emerald Fennell,Frank Marshall,Damien Chazelle,Drama,400000000,284570731,10,-0.289,0,2.5,0.7,2.5,0.7,0.82,0.72,0.6,0.4,0.8
Film_5412,2016,James Cameron,Lorenzo di Bonaventura,Unknown Writer,Animation,172853606,163717307,2,-0.053,0,5.5,0.95,2.2,0.6,0.5,0.35,1.6,0.6,0.72
Film_5413,2007,Steven Spielberg,Jordan Peele,Rian Johnson,Horror,14533844,47464525,6,2.266,1,3.2,0.85,5.5,0.85,0.78,0.68,1.8,0.65,1.25
Film_5414,2005,Damien Chazelle,Brad Pitt,Bong Joon-ho,Romance,38632841,49155677,6,0.272,0,2.5,0.7,2.0,0.6,0.85,0.75,0.7,0.42,1.25
Film_5415,2013,Steven Spielberg,Charles Roven,Damien Chazelle,Adventure,55310437,119744264,8,1.165,1,3.2,0.85,2.5,0.65,0.82,0.72,1.5,0.55,1.05
Film_5416,2022,Jordan Peele,Unknown Producer,Bong Joon-ho,Horror,40301864,23355919,11,-0.42,0,5.0,0.9,1.2,0.38,0.85,0.75,1.8,0.65,1.15
Film_5417,2018,Edgar Wright,Amy Pascal,Unknown Writer,Adventure,180735444,95690528,9,-0.471,0,1.5,0.65,2.8,0.72,0.5,0.35,1.5,0.55,0.75
Film_5418,2008,Quentin Tarantino,Frank Marshall,Taylor Sheridan,Comedy,5880339,16802256,6,1.857,1,2.5,0.8,2.5,0.7,0.8,0.72,0.8,0.5,1.25
Film_5419,2016,Emerald Fennell,Emma Thomas,Denis Villeneuve,Action,17277336,54173246,1,2.136,1,2.5,0.7,3.5,0.88,0.8,0.72,1.5,0.55,0.7
Film_5420,2022,Tim Burton,Unknown Producer,Rian Johnson,Drama,81901589,20694093,4,-0.747,0,1.8,0.6,1.2,0.38,0.78,0.68,0.6,0.4,0.85
Film_5421,2023,Wes Anderson,Jordan Peele,Christopher Nolan,Comedy,37004682,58982032,4,0.594,1,1.5,0.6,5.5,0.85,0.88,0.85,0.8,0.5,0.85
Film_5422,2010,David Fincher,David Heyman,Unknown Writer,Comedy,47593970,22693218,12,-0.523,0,2.0,0.7,3.2,0.8,0.5,0.35,0.8,0.5,1.2
Film_5423,2008,Martin Scorsese,A24,Diablo Cody,Horror,44161760,28979931,12,-0.344,0,1.8,0.65,3.5,0.65,0.72,0.58,1.8,0.65,1.2
Film_5424,2013,Christopher Nolan,Scott Rudin,Denis Villeneuve,Sci-Fi,31966063,46530522,8,0.456,0,3.8,0.9,1.8,0.65,0.8,0.72,1.3,0.5,1.05
Film_5425,2008,James Cameron,Unknown Producer,Tony Kushner,Sci-Fi,30237229,83541657,2,1.763,1,5.5,0.95,1.2,0.38,0.78,0.65,1.3,0.5,0.72
Film_5426,2012,Unknown Director,Amy Pascal,Greta Gerwig,Action,109572634,163049915,9,0.488,0,0.8,0.35,2.8,0.72,0.8,0.78,1.5,0.55,0.75
Film_5427,2022,Unknown Director,Jordan Peele,Emerald Fennell,Comedy,163010208,599614832,7,2.678,1,0.8,0.35,5.5,0.85,0.78,0.7,0.8,0.5,1.3
Film_5428,2022,Martin Scorsese,Mary Parent,Diablo Cody,Thriller,287740230,185720218,12,-0.355,0,1.8,0.65,2.8,0.7,0.72,0.58,1.0,0.52,1.2
Film_5429,2013,Michael Bay,Mary Parent,Unknown Writer,Drama,20847923,15253914,7,-0.268,0,2.2,0.65,2.8,0.7,0.5,0.35,0.6,0.4,1.3
Film_5430,2009,Damien Chazelle,Kathleen Kennedy,Bong Joon-ho,Drama,3440297,5339154,10,0.552,1,2.5,0.7,3.0,0.75,0.85,0.75,0.6,0.4,0.8
Film_5431,2013,Ari Aster,Lorenzo di Bonaventura,Christopher Nolan,Horror,55248987,108600109,2,0.966,1,6.0,0.7,2.2,0.6,0.88,0.85,1.8,0.65,0.72
Film_5432,2007,David Fincher,Jon Landau,Aaron Sorkin,Action,41727387,48776353,1,0.169,0,2.0,0.7,5.0,0.9,0.82,0.7,1.5,0.55,0.7
Film_5433,2009,Tim Burton,Neal H. Moritz,Bong Joon-ho,Romance,28530248,31039188,3,0.088,0,1.8,0.6,2.8,0.68,0.85,0.75,0.7,0.42,0.82
Film_5434,2019,Taika Waititi,Scott Rudin,Bong Joon-ho,Romance,10563108,14047502,2,0.33,0,2.8,0.75,1.8,0.65,0.85,0.75,0.7,0.42,0.72
Film_5435,2014,Jordan Peele,Scott Rudin,Unknown Writer,Adventure,21059825,51976308,10,1.468,1,5.0,0.9,1.8,0.65,0.5,0.35,1.5,0.55,0.8
Film_5436,2017,Unknown Director,Charles Roven,Ryan Coogler,Comedy,25179616,17370816,3,-0.31,0,0.8,0.35,2.5,0.65,0.8,0.82,0.8,0.5,0.82
Film_5437,2021,James Cameron,Megan Ellison,Charlie Kaufman,Comedy,13755519,24533762,6,0.784,1,5.5,0.95,1.5,0.55,0.75,0.5,0.8,0.5,1.25
Film_5438,2009,Bong Joon-ho,Jason Blum,Aaron Sorkin,Drama,12603670,12733058,4,0.01,0,3.0,0.75,8.0,0.85,0.82,0.7,0.6,0.4,0.85
Film_5439,2005,David Fincher,Kathleen Kennedy,Taika Waititi,Fantasy,24947618,30737495,3,0.232,0,2.0,0.7,3.0,0.75,0.75,0.7,1.4,0.48,0.82
Film_5440,2011,Ridley Scott,Emma Thomas,Unknown Writer,Thriller,17536636,12948150,2,-0.262,0,1.6,0.55,3.5,0.88,0.5,0.35,1.0,0.52,0.72
Film_5441,2016,Edgar Wright,Jordan Peele,Aaron Sorkin,Drama,98480999,87967492,8,-0.107,0,1.5,0.65,5.5,0.85,0.82,0.7,0.6,0.4,1.05
Film_5442,2014,Christopher Nolan,Emma Thomas,Jordan Peele,Comedy,37960421,130885810,9,2.448,1,3.8,0.9,3.5,0.88,0.9,0.88,0.8,0.5,0.75
Film_5443,2019,Ridley Scott,Amy Pascal,Eric Roth,Animation,42643532,43486469,2,0.02,0,1.6,0.55,2.8,0.72,0.75,0.68,1.6,0.6,0.72
Film_5444,2017,Robert Eggers,Unknown Producer,Greta Gerwig,Sci-Fi,29205102,39436331,10,0.35,0,2.0,0.6,1.2,0.38,0.8,0.78,1.3,0.5,0.8
Film_5445,2014,Tim Burton,Unknown Producer,Unknown Writer,Animation,22158559,26862024,9,0.212,0,1.8,0.6,1.2,0.38,0.5,0.35,1.6,0.6,0.75
Film_5446,2023,Jordan Peele,Kevin Feige,Edgar Wright,Thriller,2897516,1988892,8,-0.314,0,5.0,0.9,4.0,0.92,0.78,0.65,1.0,0.52,1.05
Film_5447,2014,Ryan Coogler,Lorenzo di Bonaventura,Charlie Kaufman,Comedy,122977470,170616230,2,0.387,0,4.0,0.85,2.2,0.6,0.75,0.5,0.8,0.5,0.72
Film_5448,2021,Ryan Coogler,Scott Rudin,Taylor Sheridan,Romance,8650081,40660158,10,3.701,1,4.0,0.85,1.8,0.65,0.8,0.72,0.7,0.42,0.8
Film_5449,2015,David Fincher,Jon Landau,Diablo Cody,Thriller,4418706,8179687,1,0.851,1,2.0,0.7,5.0,0.9,0.72,0.58,1.0,0.52,0.7
Film_5450,2006,Jordan Peele,Frank Marshall,Taika Waititi,Thriller,32698210,88445044,9,1.705,1,5.0,0.9,2.5,0.7,0.75,0.7,1.0,0.52,0.75
Film_5451,2005,Robert Eggers,Unknown Producer,Unknown Writer,Fantasy,400000000,199580175,2,-0.501,0,2.0,0.6,1.2,0.38,0.5,0.35,1.4,0.48,0.72
Film_5452,2024,Tim Burton,Jordan Peele,Rian Johnson,Comedy,327653075,523014068,8,0.596,1,1.8,0.6,5.5,0.85,0.78,0.68,0.8,0.5,1.05
Film_5453,2015,Emerald Fennell,David Heyman,Denis Villeneuve,Thriller,93845825,355356283,2,2.787,1,2.5,0.7,3.2,0.8,0.8,0.72,1.0,0.52,0.72
Film_5454,2023,Chloe Zhao,Unknown Producer,Edgar Wright,Animation,213809818,186434603,7,-0.128,0,1.2,0.5,1.2,0.38,0.78,0.65,1.6,0.6,1.3
Film_5455,2025,M. Night Shyamalan,Amy Pascal,Bong Joon-ho,Action,103212013,295705786,9,1.865,1,2.8,0.55,2.8,0.72,0.85,0.75,1.5,0.55,0.75
Film_5456,2013,Damien Chazelle,Charles Roven,Eric Roth,Comedy,19810767,14547807,6,-0.266,0,2.5,0.7,2.5,0.65,0.75,0.68,0.8,0.5,1.25
Film_5457,2013,Steven Spielberg,Unknown Producer,Denis Villeneuve,Thriller,23133674,89472030,12,2.868,1,3.2,0.85,1.2,0.38,0.8,0.72,1.0,0.52,1.2
Film_5458,2015,Robert Eggers,Frank Marshall,Unknown Writer,Adventure,70431355,35051699,5,-0.502,0,2.0,0.6,2.5,0.7,0.5,0.35,1.5,0.55,1.1
Film_5459,2014,Unknown Director,David Heyman,Damien Chazelle,Drama,43230487,87145705,8,1.016,1,0.8,0.35,3.2,0.8,0.82,0.72,0.6,0.4,1.05
Film_5460,2007,Sam Raimi,Jason Blum,Christopher Nolan,Drama,16452102,30696747,4,0.866,1,2.5,0.7,8.0,0.85,0.88,0.85,0.6,0.4,0.85
Film_5461,2024,Michael Bay,Megan Ellison,Taika Waititi,Adventure,30295263,18520117,8,-0.389,0,2.2,0.65,1.5,0.55,0.75,0.7,1.5,0.55,1.05
Film_5462,2018,Jon Favreau,Jason Blum,Aaron Sorkin,Sci-Fi,79081853,409057887,10,4.173,1,3.0,0.8,8.0,0.85,0.82,0.7,1.3,0.5,0.8
Film_5463,2019,Unknown Director,Jerry Bruckheimer,Rian Johnson,Animation,118704878,68161128,7,-0.426,0,0.8,0.35,2.5,0.7,0.78,0.68,1.6,0.6,1.3
Film_5464,2012,Greta Gerwig,Emma Thomas,Denis Villeneuve,Comedy,20226053,60801420,2,2.006,1,3.5,0.8,3.5,0.88,0.8,0.72,0.8,0.5,0.72
Film_5465,2009,Tim Burton,Kevin Feige,Diablo Cody,Fantasy,99062350,43760706,6,-0.558,0,1.8,0.6,4.0,0.92,0.72,0.58,1.4,0.48,1.25
Film_5466,2017,Taika Waititi,Jon Landau,Edgar Wright,Action,14609736,42521012,11,1.91,1,2.8,0.75,5.0,0.9,0.78,0.65,1.5,0.55,1.15
Film_5467,2015,Greta Gerwig,Peter Chernin,Unknown Writer,Animation,21687690,29357133,12,0.354,0,3.5,0.8,2.0,0.62,0.5,0.35,1.6,0.6,1.2
Film_5468,2014,Unknown Director,Charles Roven,Quentin Tarantino,Action,19092552,13418155,2,-0.297,0,0.8,0.35,2.5,0.65,0.85,0.8,1.5,0.55,0.72
Film_5469,2022,Michael Bay,Jon Landau,Taika Waititi,Romance,9203345,5307932,4,-0.423,0,2.2,0.65,5.0,0.9,0.75,0.7,0.7,0.42,0.85
Film_5470,2024,Ridley Scott,Emma Thomas,Unknown Writer,Comedy,85638552,136152411,3,0.59,1,1.6,0.55,3.5,0.88,0.5,0.35,0.8,0.5,0.82
Film_5471,2007,Unknown Director,Frank Marshall,Edgar Wright,Sci-Fi,64799106,88732494,2,0.369,0,0.8,0.35,2.5,0.7,0.78,0.65,1.3,0.5,0.72
Film_5472,2017,Quentin Tarantino,Lorenzo di Bonaventura,Diablo Cody,Drama,14472028,16448394,5,0.137,0,2.5,0.8,2.2,0.6,0.72,0.58,0.6,0.4,1.1
Film_5473,2006,Ryan Coogler,Unknown Producer,Christopher Nolan,Sci-Fi,24710687,69818251,12,1.825,1,4.0,0.85,1.2,0.38,0.88,0.85,1.3,0.5,1.2
Film_5474,2014,Greta Gerwig,Amy Pascal,Greta Gerwig,Sci-Fi,161894324,259384195,11,0.602,1,3.5,0.8,2.8,0.72,0.8,0.78,1.3,0.5,1.15
Film_5475,2007,Michael Bay,Scott Rudin,Charlie Kaufman,Thriller,22796774,8204627,4,-0.64,0,2.2,0.65,1.8,0.65,0.75,0.5,1.0,0.52,0.85
Film_5476,2019,Edgar Wright,Jerry Bruckheimer,James Gunn,Thriller,20755991,10829331,7,-0.478,0,1.5,0.65,2.5,0.7,0.78,0.8,1.0,0.52,1.3
Film_5477,2011,Unknown Director,Unknown Producer,Taika Waititi,Sci-Fi,187731762,126518391,8,-0.326,0,0.8,0.35,1.2,0.38,0.75,0.7,1.3,0.5,1.05
Film_5478,2019,Ridley Scott,Jason Blum,James Gunn,Romance,34639502,79192867,8,1.286,1,1.6,0.55,8.0,0.85,0.78,0.8,0.7,0.42,1.05
Film_5479,2010,Michael Bay,Unknown Producer,Unknown Writer,Adventure,282419535,615257326,7,1.179,1,2.2,0.65,1.2,0.38,0.5,0.35,1.5,0.55,1.3
Film_5480,2009,Denis Villeneuve,Scott Rudin,James Gunn,Fantasy,38640886,18251033,8,-0.528,0,2.1,0.75,1.8,0.65,0.78,0.8,1.4,0.48,1.05
Film_5481,2005,Ari Aster,Unknown Producer,Eric Roth,Romance,13440424,53783288,3,3.002,1,6.0,0.7,1.2,0.38,0.75,0.68,0.7,0.42,0.82
Film_5482,2015,Quentin Tarantino,Scott Rudin,Taika Waititi,Adventure,45541220,28481202,5,-0.375,0,2.5,0.8,1.8,0.65,0.75,0.7,1.5,0.55,1.1
Film_5483,2006,Quentin Tarantino,Frank Marshall,Unknown Writer,Thriller,10242305,12896580,3,0.259,0,2.5,0.8,2.5,0.7,0.5,0.35,1.0,0.52,0.82
Film_5484,2021,Unknown Director,Unknown Producer,Unknown Writer,Sci-Fi,9044305,4120470,12,-0.544,0,0.8,0.35,1.2,0.38,0.5,0.35,1.3,0.5,1.2
Film_5485,2013,Unknown Director,Unknown Producer,James Gunn,Action,14151583,22075846,9,0.56,1,0.8,0.35,1.2,0.38,0.78,0.8,1.5,0.55,0.75
Film_5486,2009,James Wan,Lorenzo di Bonaventura,Unknown Writer,Sci-Fi,244100097,384461292,7,0.575,1,4.5,0.85,2.2,0.6,0.5,0.35,1.3,0.5,1.3
Film_5487,2011,Taika Waititi,Brad Pitt,Eric Roth,Fantasy,104471790,93484329,5,-0.105,0,2.8,0.75,2.0,0.6,0.75,0.68,1.4,0.48,1.1
Film_5488,2014,Unknown Director,Brad Pitt,Unknown Writer,Romance,13239048,22199447,11,0.677,1,0.8,0.35,2.0,0.6,0.5,0.35,0.7,0.42,1.15
Film_5489,2024,Unknown Director,David Heyman,Ryan Coogler,Adventure,20515590,25267750,11,0.232,0,0.8,0.35,3.2,0.8,0.8,0.82,1.5,0.55,1.15
Film_5490,2022,Barry Jenkins,Charles Roven,Unknown Writer,Fantasy,131921801,93824519,9,-0.289,0,1.8,0.65,2.5,0.65,0.5,0.35,1.4,0.48,0.75
Film_5491,2016,James Cameron,Lorenzo di Bonaventura,Rian Johnson,Adventure,30238555,49492169,7,0.637,1,5.5,0.95,2.2,0.6,0.78,0.68,1.5,0.55,1.3
Film_5492,2007,Ridley Scott,Scott Rudin,Christopher Nolan,Sci-Fi,14089051,3572247,3,-0.746,0,1.6,0.55,1.8,0.65,0.88,0.85,1.3,0.5,0.82
Film_5493,2022,Barry Jenkins,Neal H. Moritz,Tony Kushner,Action,236570096,416074279,12,0.759,1,1.8,0.65,2.8,0.68,0.78,0.65,1.5,0.55,1.2
Film_5494,2020,Steven Spielberg,Kevin Feige,Emerald Fennell,Animation,40290320,61801488,9,0.534,1,3.2,0.85,4.0,0.92,0.78,0.7,1.6,0.6,0.75
Film_5495,2018,Unknown Director,Peter Chernin,Christopher Nolan,Comedy,29828010,24792497,11,-0.169,0,0.8,0.35,2.0,0.62,0.88,0.85,0.8,0.5,1.15
Film_5496,2022,M. Night Shyamalan,Frank Marshall,Bong Joon-ho,Animation,17511083,17786287,7,0.016,0,2.8,0.55,2.5,0.7,0.85,0.75,1.6,0.6,1.3
Film_5497,2015,Barry Jenkins,Mary Parent,Bong Joon-ho,Horror,7702595,26123145,4,2.391,1,1.8,0.65,2.8,0.7,0.85,0.75,1.8,0.65,0.85
Film_5498,2025,Unknown Director,Neal H. Moritz,Quentin Tarantino,Sci-Fi,59087822,57829570,2,-0.021,0,0.8,0.35,2.8,0.68,0.85,0.8,1.3,0.5,0.72
Film_5499,2019,Barry Jenkins,Jon Landau,Unknown Writer,Sci-Fi,400000000,179570054,9,-0.551,0,1.8,0.65,5.0,0.9,0.5,0.35,1.3,0.5,0.75
Film_5500,2017,Michael Bay,Unknown Producer,Taylor Sheridan,Action,85222931,531683623,9,5.239,1,2.2,0.65,1.2,0.38,0.8,0.72,1.5,0.55,0.75
Film_5501,2015,Emerald Fennell,Jason Blum,Denis Villeneuve,Horror,33889411,40046127,4,0.182,0,2.5,0.7,8.0,0.85,0.8,0.72,1.8,0.65,0.85
Film_5502,2016,Ari Aster,Emma Thomas,Greta Gerwig,Drama,98725061,254830899,9,1.581,1,6.0,0.7,3.5,0.88,0.8,0.78,0.6,0.4,0.75
Film_5503,2020,Unknown Director,Amy Pascal,Eric Roth,Comedy,8527947,5769483,2,-0.323,0,0.8,0.35,2.8,0.72,0.75,0.68,0.8,0.5,0.72
Film_5504,2011,Jon Favreau,Kathleen Kennedy,Emerald Fennell,Romance,11099785,9047963,6,-0.185,0,3.0,0.8,3.0,0.75,0.78,0.7,0.7,0.42,1.25
Film_5505,2023,James Cameron,Charles Roven,Bong Joon-ho,Sci-Fi,34020140,82723105,9,1.432,1,5.5,0.95,2.5,0.65,0.85,0.75,1.3,0.5,0.75
Film_5506,2006,Christopher Nolan,David Heyman,Unknown Writer,Drama,109743181,103862585,8,-0.054,0,3.8,0.9,3.2,0.8,0.5,0.35,0.6,0.4,1.05
Film_5507,2005,Matt Reeves,Lorenzo di Bonaventura,Denis Villeneuve,Romance,17374242,16389146,5,-0.057,0,2.8,0.75,2.2,0.6,0.8,0.72,0.7,0.42,1.1
Film_5508,2025,Taika Waititi,Unknown Producer,Denis Villeneuve,Animation,116780822,127736102,5,0.094,0,2.8,0.75,1.2,0.38,0.8,0.72,1.6,0.6,1.1
Film_5509,2017,Matt Reeves,Frank Marshall,Charlie Kaufman,Thriller,4626160,1430831,4,-0.691,0,2.8,0.75,2.5,0.7,0.75,0.5,1.0,0.52,0.85
Film_5510,2025,Unknown Director,David Heyman,Eric Roth,Animation,7386265,14656392,7,0.984,1,0.8,0.35,3.2,0.8,0.75,0.68,1.6,0.6,1.3
Film_5511,2020,Edgar Wright,A24,Ryan Coogler,Romance,10115240,29787868,11,1.945,1,1.5,0.65,3.5,0.65,0.8,0.82,0.7,0.42,1.15
Film_5512,2017,Damien Chazelle,Unknown Producer,Tony Kushner,Adventure,71373410,177717584,4,1.49,1,2.5,0.7,1.2,0.38,0.78,0.65,1.5,0.55,0.85
Film_5513,2017,Matt Reeves,Megan Ellison,Quentin Tarantino,Romance,18704177,12839725,1,-0.314,0,2.8,0.75,1.5,0.55,0.85,0.8,0.7,0.42,0.7
Film_5514,2008,Unknown Director,Jason Blum,Aaron Sorkin,Sci-Fi,20521547,13375042,11,-0.348,0,0.8,0.35,8.0,0.85,0.82,0.7,1.3,0.5,1.15
Film_5515,2006,Ridley Scott,Charles Roven,Edgar Wright,Drama,5317553,18599825,9,2.498,1,1.6,0.55,2.5,0.65,0.78,0.65,0.6,0.4,0.75
Film_5516,2022,Ridley Scott,Amy Pascal,Rian Johnson,Fantasy,81108880,73562117,3,-0.093,0,1.6,0.55,2.8,0.72,0.78,0.68,1.4,0.48,0.82
Film_5517,2020,M. Night Shyamalan,Lorenzo di Bonaventura,Charlie Kaufman,Fantasy,26592620,37863189,4,0.424,0,2.8,0.55,2.2,0.6,0.75,0.5,1.4,0.48,0.85
Film_5518,2015,James Wan,Jerry Bruckheimer,Rian Johnson,Animation,29338526,29898686,9,0.019,0,4.5,0.85,2.5,0.7,0.78,0.68,1.6,0.6,0.75
Film_5519,2023,Jon Favreau,Megan Ellison,Emerald Fennell,Fantasy,351958847,476655614,12,0.354,0,3.0,0.8,1.5,0.55,0.78,0.7,1.4,0.48,1.2
Film_5520,2005,Michael Bay,Megan Ellison,Unknown Writer,Romance,128700764,37331171,3,-0.71,0,2.2,0.65,1.5,0.55,0.5,0.35,0.7,0.42,0.82
Film_5521,2005,Unknown Director,Charles Roven,Unknown Writer,Romance,7247098,4743730,1,-0.345,0,0.8,0.35,2.5,0.65,0.5,0.35,0.7,0.42,0.7
Film_5522,2010,Robert Eggers,Emma Thomas,Emerald Fennell,Fantasy,352134474,581545814,6,0.651,1,2.0,0.6,3.5,0.88,0.78,0.7,1.4,0.48,1.25
Film_5523,2024,Damien Chazelle,Kathleen Kennedy,Rian Johnson,Comedy,16038263,45494838,4,1.837,1,2.5,0.7,3.0,0.75,0.78,0.68,0.8,0.5,0.85
Film_5524,2023,Emerald Fennell,Unknown Producer,Diablo Cody,Sci-Fi,32110868,14815795,10,-0.539,0,2.5,0.7,1.2,0.38,0.72,0.58,1.3,0.5,0.8
